question,answer,book,chapter,paragraph
What is the definition of the poison generated through the chemical action of two different substances in my organism?,"of poison generated through the chemical action of two different substances in the organism. It is strong and proves curative in cases of chronic d5'sentery. It is a vermifuge and subdues the Vayu and Kapham, and is appetising. The urine of a camel proves beneficial in cases of oedema, leprosy, abdominal dropsy, insanitv, worms in the intestines, piles and in diseases due to the action of the deranged Vayu. Human urine is strong anti-toxic.",Sushruta Samhitha,1,936
What does the 45th chapter of the Sutrasthanam in the Sushruta Samhitd discuss about?,It discusses about kinds of liquid food or drink. An experienced physician should prescribe them for the use of his king according to the nature of season and the country in which they are to be applied. Thus ends tlie forty-fifth Chapter of the Sutrasthanam in the Sushruta Samhitd which treats of liquids. CHAPTER XLVI.,Sushruta Samhitha,1,939
"What is the definition of the specified Ayurvedic species that cause digestion, constipation, generate Vayu, have cooling potency, sweet and astringent taste, produce parched condition, subdue Pittam and Kapham, correct deranged blood, lead to loss of virile powers, and constipate the bowels?","digestion and constipates the bowels. The species Makushthaka is vermigenous, while the species Kalaya generates Vayu copiously. The species Adhaki subdues the Pittam and Kapham, and does not excessively agitate in the organism. The species known as the Chanaka generates Vayu and is cooling in its potency. It has a sweet and astringent taste, and produces a parched condition of the body. It subdues the Pittam and Kapham, corrects the deranged blood, and tends to bring on a loss of the virile powers. The species known as Satina and Harenu are astring- ent in their virtues and tend to constipate the bowels.",Sushruta Samhitha,1,945
"Do raw and unripe pulse beans (Vaidilika Shimvi) cause a condition of extreme parchedness in the system, are long retained in the stomach, and but imper-fectly digested, making them difficult to digest and causing the stomach to distend before being digested?","Pittam. Raw and unripe pulse beans (Vaidilika Shimvi) produce a condition of extreme parchedness in the system, are long retained in the stomach and but imper-fectly digested. They are relishing but can be digested only with the greatest difficulty, causing the stomach to distend before being digested.",Sushruta Samhitha,1,949
What are the properties and effects of Linseed fAtasi and White mustard (Shveta Sarshapa) according to Ayurveda?,"Linseed fAtasi has a sweet taste, is heat-making in its potency, and pungent in digestion. It generates the Pittam and subdues the Vayu. White mustard 'Shveta Sarshapa' is pungent in taste and digestion, strong and heat-making in its potency. It gives rise to a condition of parchedness in the system, and diminishes the Vayuand the Kapham.",Sushruta Samhitha,1,951
"What conditions may bring on an attack of haemoptysis, what properties are similar between red and white mustard seeds, and how does the quality of Dhdnyam and rice vary based on growing and harvesting conditions? Also, what effects do new and matured rice have on the secretions of internal organs, and what happens when rice is threshed out of paddy which has commenced sprouting?","may bring on an attack of haemoptysis. The properties of red mustard seeds are similar to those of the white species. A crop of Dhdnyam grown in an unnatural season, or in any way diseased or blighted, or gleaned before it has ripened, as well as the one raised from a soil naturally uncongenial to its growth, or recently harvest- ed, should be deemed to be of inferior quality. 'The use of new (harvested within a year) rice tends to increase the secretions of the internal organs, while that of a year's maturity is light.* Rice threshed out of paddy, which has commenced sprouting, is heavy, and is long retained in the stomach.",Sushruta Samhitha,1,955
"Could you please explain to me about the maturity, preparations (Sanskara), and measures of corn from Shili rice to mustard seeds as described in this Chapter, the properties of different species of edible meats, and how they digest or are prepared?","the organ of vision. The maturity, preparations (Sanskara), and measures of corn from Shili rice to mustard seeds described in the present Chapter are as follows:[Rice of two years standing should be regarded as well matured in time and excellent in quality. A thing, which is hard to * Rice of more than two years standing becomes divested of all its nutritive elements. digest like Vrihi, is made light by frying. Measures for use should vary according to the keenness of one's appetite.] The meat Group :Now I shall de^-cribe the properties of the different species of edible meats.",Sushruta Samhitha,1,959
What are the properties and uses of different types of Tittiri flesh according to Ayurveda?,"humours of the body. The flesh of the Tittirs is slightly heavy, heat-making and sweet in taste. It is spermatopoietic, appetising and astringent. It improves the intellect and complexion, and subdues the three deranged humours. The flesh of the yellow (Gaura) Tittiri proves curative in hic-cough and dyspnoea, and subdues the deranged Vayu. The flesh of the Kapinjala is light and cooling, and proves curative in cases of haemoptysis, and is recommended in diseases brought about through the deranged condition of the Kaphamor V^yu (Manda-vata""",Sushruta Samhitha,1,978
What are the properties of the Mayura's flesh and the birds belonging to the Pratuda group?,"The Mayura's flesh is light, pleasant (palatable), spermatopoietic, and appetising. It subdues the Vayu and Pittam and improves the intellect. The flesh of the Mayura is astringent and saline in taste, beneficial to the skin, helps the growth of hair, improves the voice. Chap. XLVi ] SUtRASTHANAM. 4^3 intellect, appetite and relish for food, and imparts strength and vigour to the organs of sight and hearing. The flesh of a wild cock is demulcent, heat-making, and spermatopoietic. It acts as a diaphoretic, imparts tone to the voice and the organism, subdues the deranged Vayu, and is useful as a good constructive tonic. The flesh of a domesticated cock or fowl is possessed of properties similar to those of its wild prototype with the exception that it is heavy, and proves curative in rheumatism, consumption, vomiting and chronic (Vishama-Jvara) fever. Birds such as the dove, pigeon Bhringaraja, cuckoo, Koyashtica, Kulinga, the domestic Kulinga, Gokshada, Dindimanaka, Shatapatraka, Matrinindaka, Bhedashi, Shuka, Sharika, Valguli, Girisha, Alahva, Dushaka, Sugrihi, Khanjaritaka, Harita, Datyuha, etc. belong to the group known as the Pratuda. Metrical Texts :Ã¢ÂÂThe Pratudas live on fruit, and their flesh has a sweet and astringent taste.",Sushruta Samhitha,1,980
What are the properties and benefits of the flesh of the Kana Kapota (wild dove) according to The Susruta Samhita?,"The humours and to derange the three excrements of the body. The flesh of the Kana Kapota (wild dove; is heavy and has a palatable, saline and astringent taste. It proves beneficial in hasmoptysis and is sweet of digestion.",Sushruta Samhitha,1,981
"What are the benefits of eating different types of domestic animals according to Ayurveda, as described in the provided sentence?","Pittam. The flesh of the Shalyaka is tasteful, light of digestion, cooling in its potency and anti-toxic, and subdues the deranged Pittam. The flesh of the Mrigii-Priyaka proves a wholesome diet in diseases due to the action of the deranged Vayu( Vayu-Roga), while that of the Ajagara is beneficial in piles. The flesh of a Sarpa (a species other than those specifically described) is curative in piles and derange- ments of the Vayu. It is a vermifuge and anti-toxic (a neutraliser of chemical or resulting poisons). It in- vigorates the eye-sight, is appetising and sweet and improves the intellect. Of these the flesh of the Darvicara is appetising, pungent in digestion, sweet in taste, and extremely efficacious in ej^e diseases. It is laxative and diuretic, and subdues the deranged Vayu. Domestic Animal Group :Ã¢ÂÂAnimals such as horses, mules, cows, bullocks, asses, camels, goats, sheep, and Medapuchhas (fat tailed or Turkish sheep) etc., belong to the group of domestic animals (Gr^myas). IVIctrical Texts :Ã¢ÂÂThe flesh of domestic animals is possessed of constructive, tonic and appetising properties, is sweet in taste and diges- tion. It destro5's the deranged Vayu and produces the Kapham and Pittam. Of these the flesh of the goat is Chap. XLVI. ] SUTRASTHA'NAM. 487 moderately cooling in its potenc}^ does not increase the secretions of the internal organs, is heavy and demul- cent, subdues the'Pittam and the Kapham, and is bene- ficial in nasal catarrh. The flesh of sheep (mutton) is constructive, tonic and heav)', and generates the Pittam and Kapham. The flesh of the Medapuchcha is aphrodisiac and has properties similar to those of mutton. Beef is holy and refrigerant, proves curative in dyspnoea^ catarrh, cough^ chronic fever and in cases of a morbid craving for food (Atyagni), and destroys the deranged Vayu. The flesh of an animal with unbifurcated hoofs (Ekashapha such as, the horse and the mule etc.), has a slightly saline taste, and is possessed of properties similar to those of mutton. The flesh of an animal belonging to the Jangala group is said to increase the secretions of the internal organs.",Sushruta Samhitha,1,982
What are the animals that frequent marshy places called and what are their properties as per Ayurveda?,"The animals that frequent marshy places (Anupas) may be divided into five groups such as Kulacharas, Plavas, Koshastha, Fadinas, and the piscatory Matsya. The flesh of an animal from this group is spermatopoietic and destroys deranged Vayu and Kapham. It is sweet in taste and digestion, cooling, tonic, demulcent, diuretic, and increases the quantity of Kapham.",Sushruta Samhitha,1,983
"What is described above as good and whole-some, regarding the use of flesh in different species, and also about the heaviness or lightness of flesh from different body parts of an animal?","described above should be deemed as good and whole- some. The flesh of a female quadruped, or of a male bird, or of a small-bodied creature of a large-sized genus, and vice versa, is principally recommended to be used amongst quadrupeds, birds, and animals. Similarly the flesh of a small-sized creature amongst large-bodied ones of the same species should be pre-ferred as food. Chap. XLVI. ] SUTRASTHANAM. 495 Now we shall discourse on the heav}' or light character of flesh obtained from different parts of the body of anÃÂ«animal. Of the different fundamental principles of the body from the blood to the semen, each succeeding one is heavier than the one* im- mediately preceding it in the order of ennumeration. Similarly, (of the different limbs or organs of a quartered animal such as), the thighs, the shoulders, the loins, the head, the legs_, the fore-extremities, the waist, the back, the skin, the kidneys, the liver and the intestines, each succeeding one is respectively heavier than the one immediately preceding it in the order. Metrical Texts: Ã¢ÂÂThe head is heavier than the shoulders ; the shoulders, than the waist ; and the waist, than the back. Similarty, the upper parts of the Sakthi (thighs) are heavier than their lower ends.",Sushruta Samhitha,1,984
Could you please explain to me the seven fundamental principles of my organism?,"(such as the lymph chyle, blood, flesh, fat, bone, marrow, and semen) each succeeding one is heavier than the principle immediately preceding it in the order of enumeration. The trunks of all animals are heavy. The lo\k^er part of a female frame and the upper one of a male are respectively heavier [than their upper (fore) and lower (hind) parts.]",Sushruta Samhitha,1,986
"What virtue of this fruit should I be ascribing, according to Ayurveda?","to its acid taste ; its power of subduing the Pittam, to its sweetness and coolness ; and its efficacy in subduing the Kapham, to its affecting the tongue as a dr)'- astringent substance. This fruit is by far the best known fruit as possessing high therapeutic properties. The Karkandhu, lil^e the Kola or the Vadara, generates the Kapham and Pittam in its unripe or immature stage, while in its ripe or matured stage it is sweet, demulcent, purgative and subdues the Vayu and Pittam. The fruit known as the Sauvira is possessed of properties similar to those of the Vadara ; moreover it is sweet, demulcent, and subdues the ""\'ayu and Pittam. The Shimvitika-fruit is cooling, astringent and palatable and has an astringent taste. The Kapittham in its unripe stage produces hoarseness.",Sushruta Samhitha,1,987
"What are the effects of various fruits mentioned in the Susruta Samhita on a person suffering from colic pain, indigestion, constipation, poor appetite, and disorders related to Vayu and Kapha imbalance, especially when the appetite for food is lost?","An unripe Amra tends to generate Vayu and Pittam, while one with closed polleni Vaddha-keshara type generates Pittam. Ripe Amra helps the formation of fresh blood, increases the formation of semen and subdues the Vayu and Pittam. The Amratakaf Hog-apple tends to increase Kapha in the system. Lakuclia tends to destroy semen and derange the three fundamental humours of the body. Karamardakam generates Kapha, allays thirst, and subdues Pitta and Kapha. Piyalam is heavy, cooling, spermatopoietic. Bhavyamis cleanses the mouth and subdues Pitta and Kapha. It is astringent, heavy, cooling and long retained in the stomach. Pardvatam destroys Vayu and reduces a voracious appetite. Nipalike old Amalaka fruits neutralizes the effects of poisons originated through the chemical combination of incompatible substances in the organism. Unripe Tintidika subdues Vayu, generates Pitta and Kapha in the organism, while in its ripe state it is astringent, hot-making and stomachic. It destroys Vayu and Kapha and restores a relish for food.",Sushruta Samhitha,1,989
"What are the properties and effects of various fruits mentioned like Amlika, Narang'a, Jamvira, Airavata, Dantashatha, Ashvatha, Plaksha, Audumvura, Kshira-Vrikshas, Jamva, Rajadana, Todana, Tinduka, Vakula, Phanvana, Ashmantaka, Ashvakarna, Phalgu, Panishaka, Gangeruka, Pushkara, Varti, Villa and Vimvi?","identical with those of the Tamarind. The properties of a ripe .Amlika fruit are the same as those of  the latter with the exception that it further acts as a purgative. The Narang'a has a sweet and acid taste, is pleasant and refreshing, and gives a relish to food. It is heavy, difficult to digest and subdues the Vayu. The Jamvira tends to allay thirst and cures colic pain, Vater- brash, vomiting and asthma ; it subdues the action of the deranged Vayu and Kapham, removes constipation of the bowels, and helps to create a healthy secretion of the Pittam. The Airavata and Dantashatha (different varieties of Jamvira are acid and tend to bring on an attack of haemoptysis. The fruit lof such trees as the Ashvatha, the Plaksha, the Audumvura, etc., which pass by the general name) of Kshira-Vrikshas as well as those which are known as the Jamva, Rajadana, Todana, Tinduka, Vakula, Phanvana, Ashmantaka, Ashvakarna, Phalgu, Panishaka, Gangeruka, Pushkara, Varti, Villa and Vimvi, etc. are cooling, and astringent in their effect. They subdue the Pittam and Kapham, tend to produce a condition of parchedness in the system, and have a sweet and astringent taste.",Sushruta Samhitha,1,990
"Could you please explain to me the characteristics and effects on my body of the different fruits mentioned in Ayurveda, such as Kshiri-Vrikshas, Jamvava, Todana, Tinduka, Vakula, Dbanvana, xangeruka, and Ashmantaka?","genus Kshiri-Vrikshas is heavy and cooling, and is long retained in the stomach in an undigested state. It has a sweet, acid and astringent taste and does not inordinatel}' derange the Vayu. The fruit  known as the Jamvava generates the Vayii. It is astringent, and subdues the Pittam and Kapham, while the Rajadanais demulcent, sweet, astringent and heav}'. The Todana is acid, astringent, and sweet in its taste and is parchifying and subdues the Pittam and Vayu. It is (heat-making) in its potency, easily digestible (light of digestion), astringent, demulcent and appetising and further generates the Pittam. Unripe Tinduka fruit is astringent, and heavy in digestion and produces Vayu in the organism, while in its ripe or fully matured stage it is sweet, and subdues the Kapham and Pittam. The Vakula fruit has a sweet and astrin- gent taste, is demulcent and astringent in its proper- ties, imparts a greater firmness to the teeth, and removes the viscid condition of the membranes. The fruit of the Dbanvana has an astringent taste, and is cooling and palatable and subdues the Vayu and Kapham. The fruit of the |xangeruka and Ashmantaka is possessed of similar properties as the preceding ones.",Sushruta Samhitha,1,991
"Doctor, could you explain to me what is described as an undigested state, sweet-tasting, heavy to digest, refreshing, and demulcent in its effects?","an undigested state, has a sweet taste, and is heavv of digestion, refreshing, and demulcent in its effect.",Sushruta Samhitha,1,992
"Can you explain the properties of the Pushkara and Vilva fruits, and also if the Vimvi fruit and Ashva karna are galactagogic?","taste with a shade of the sweet, leases an astringent after-taste, is light of digestion, generates the Pittam, and subdues the Kapham; while in its ripe state it is sweet in taste, subdues the Vayu and Pittam, is sweet in digestion and coohng in its potency and proves curative in cases of haemoptysis. The Pushkara fruit is sweet, and is long retained in the stomach in ^n undigested state. It produces the Kapham and is tonic, and heavy of digestion (hard to digest). Raw and tender Vilva fruit subdues the Vayu and Kapham. It is keen, demulcent astringent, and appetising, has a pungent, bitter and astringent taste, and is heat-making in its potency, while in its ripe state it leaves a sweet after-taste. Further it is heavy of digestion, can be but incompletely digested, and is long retained in the stomach, causing it thus to distend and producing the emission of a fetid-smelling flatus. The Vimvi fruit, as well as that known as the Ashva karna, is galactagoguic.",Sushruta Samhitha,1,994
"Which fruits are beneficial for cases of thirst, burning sensation of the skin, fever, hgemoptysis, cough, asthma, and consumption, and act as constructive tonics while subduing Vayu and Pittam?","The fruits such as, the Tala, Narikela, Panasa and Maucba, etc. are sweet in taste and of digestion, and subdue the Vayu and Pittam. They are cooling in their potencies, and act as constructive tonics.",Sushruta Samhitha,1,995
What are some properties and effects described in the Ayurvedic text regarding certain fruits and Bhallataka tree stems?,"shghtly bitter in taste, improves a rehsh for food, and is pleasant, aromatic and refreshing to the whole system. It subdues the Kapham and Pittam. The fruits such as the Vasiram, and the Shitapakyam, as well as the stems of Bhallataka trees, are hard to digest and are long retained in the stomach in an undigested condition. They tend to produce a state of dryness in the organism, derange the Vayu, are cooling in their potency, sweet of digestion, and prove curative in cases of heemoptysis. The fruits known as the Aii'avata and the",Sushruta Samhitha,1,996
"What are the properties, uses, and effects of urine, Chitraka, Tilaparni, Varshabhu, Mulaka-Potika, and raw or immature Mulaka of larger species in Ayurveda?","urine, produce a state of dryness in the organism, are sharp and heat-making in their potency, and serv^e to derange the three fundamental humours ofthe body. The herbs called Chitraka and Tilaparni are light (of diges- tion), and subdue the Kapham and oedema. The herb known as the Varshabhu subdues the Vayu and Kapham. It proves beneficial in cases of oedema, abdominal dropsy and piles. The Mulaka-Potika has a pungent bitter taste. It is pleasant, appetising, light and throat-cleansing, tends to impart a greater relish to food, and subdues the action of all kinds of deranged humours. Raw or immature Mulaka of the larger species is heavy in digestion and long retained in the stomach in an undigested state. It is irritating and lends to produce a derangement of tlie three humours of the body, while boiled with oil or butter it acts as a denmlcent and subdues the ^'ayu, Pittam and Kapham.",Sushruta Samhitha,1,997
"What are deranged humours, if they are anti-toxic, light for digestion, and all dried herbs except for the preceding one produce Vayu and take a long time to get digested?",It is anti-toxic and light (of digestion). All dried herbs with the exception of the preceding one generate the Vayu and take a long time to be digested.,Sushruta Samhitha,1,998
"What are some conditions that can be attributed to Mulaka flowers, Rasona, Palandu, Kshira-Paldndu, Kalaya, Chuchchu, Jivanti, Vrikshadani, Phanji leaves, leaves of trees or plants belonging to the Kshira-Vriksa or to the Utpala group, Punarnava, Varuna, Tarkari, Uruvuka (white castor), Vatsadani, and Vilva etc. according to Susruta Samhita?","Mulaka flowers subdue Pittam and Kapham while their fruit subdues the Vayu and Kapham. Rasona is demulcent, heat-making, sharp, pungent, slimy, heavy and laxative, palatable taste and is tonic, spermatopoietic, improves voice, intellect*, complexion and adhesion of fractured bones, alleiviates heart-disease, indigestion, fever, Vivandha, Kukshi-Shula, Gulma, non-relish for food, cough, asthma, piles, Kushtha, dulness of appetite, swelling (Shopha), worms and diseases due to the Vayu and Kapham. Palandu is not excessively heat-making in its potency, has a pungent taste, is heavy, tonic and appetising, slightly generates the Pittam and Kapham, subdues the Vayu. The species known as the Kshira-Paldndu is demulcent, cooling in its potency, relishing, imparts steadiness to the fundamental principles of the body, is tonic, promotes the growth of flesh, improves the intellect and increases the Kapham, palatable, heav'', slimy and proves beneficial in cases of haemoptysis. Kalaya subdue Pittam and Kapham, generate Vayu, are heavy and sweet in digestion, leave an astringent after-taste in the mouth. The leaves of plants and trees known as the Chap. XLVI. SUTRASTHANAM subdue the Kapham, generate the Vayu and are astringent in their action and light of digestion. Of these, the Chuchchu is light of digestion, acts as a vermifuge, slimy, proves beneficial to ulcers, is sweet and astringent in taste and action, subdues the action of the three deranged humours (Tridosha). The Jivanti herb is beneficial to the eyes and subdues all kinds of deranged humours. The leaves of the Vrikshadani plant subdue the Vayu. Phanji leaves are slightly tonic. The leaves of trees or plants belonging to the Kshira-Vriksa or to the Utpala group are cooling in their potency, astringent in taste and action, prove beneficial in dysentery, (intestinal haemorrhage) and haemoptysis. The leaves of the Punarnava, Varuna, Tarkari, Uruvuka (white castor), Vatsadani, and Vilva etc., are heat-making in their potency, have a sweet and bitter taste, pacify the deranged Vayu.",Sushruta Samhitha,1,1000
"What Ayurvedic herbs are laxative, diuretic, sweet, alkaline, slightly generate Vayu and Kapha, cure hemoptysis, and have properties similar to Chilli or Palankya as mentioned in the Susruta Samhita?","The Ayurvedic herbs are Ashvavala, Chilli, Palankya, and Vastuka etc., as mentioned in the Susruta Samhita.",Sushruta Samhitha,1,1002
"What are some potherbs that are light and palatable, prove curative for various conditions such as haemoptysis, Kushtha, Meha, fever, dyspnoea, cough, create a relish for food, and have properties to subdue the deranged bodily humours?","The potherbs (leaves of edible plants) such as the Mandukaparni, Saptala, Siinishannaka, Suvarchala, Brahma-siivarch?lla, Pippali, Gudiichi, Gojihva, Kaka- machi; Prapunnada, Avalguja, Satina, Vrihati-phala, Kantak^rika-phala, Patola, Vartaku, Kararellaka, Katukika, Kevuka, Uruvuka, Parpataka, Kiratatikta, Karkotaka, Arishta, Koshataki, A'etra, Karira, Ataru- shaka, Arkapushpi, etc., are those.",Sushruta Samhitha,1,1003
"What are the described properties of deranged Kapham that give rise to dryness, lighten digestion, cool the system, enrage/agitate the bodily Vayu and Pittam, and belong to a category of potherbs?","deranged Kapham and give rise to a condition of dryness in the system. They are light of digestion, cooling in their potency, and tend to enrage or agitate the bodily Vayu and Pittam.",Sushruta Samhitha,1,1005
"What substances have specific properties as described in Chap. XLVI.] StJTRASTHANAM. 519, and how do they affect the organism?","Kaushumbha has a sweet taste, produces dryness, is heat-making, light of digestion, and subdues deranged Kapham. Xalika-shakam has a sweet taste, generates Vayu, and subdues Pittam. Changeri has an acid, astrigent and sweet taste, is appetising, heat-making, beneficial for deranged Vayu and Kapham, curative in cases of mesenteric disorders (Grahani) and piles. Lonika, Jatuka, Triparnika, Pattura, Jivaka, Suvarchala, Kurmaka, Kathinjara, Kuntalika, Kurantika etc., are sweet in taste and digestion, cooling in potency, subdue Kapham, do not inordinately generate Pittam, leave a saline after-taste, produce dryness, are alkaline, laxative, and generate Vayu.",Sushruta Samhitha,1,1006
What are the properties and benefits of the flesh of the Kana Kapota (wild dove) according to The Susruta Samhita?,"The humours and to derange the three excrements of the body. The flesh of the Kana Kapota (wild dove; is heavy and has a palatable, saline and astringent taste. It proves beneficial in hasmoptysis and is sweet of digestion.",Sushruta Samhitha,1,999
What are the benefits of eating different types of domestic animals according to Ayurveda?,"Pittam. The flesh of the Shalyaka is tasteful, light of digestion, cooling in its potency and anti-toxic, and subdues the deranged Pittam. The flesh of the Mrigii-Priyaka proves a wholesome diet in diseases due to the action of the deranged Vayu( Vayu-Roga), while that of the Ajagara is beneficial in piles. The flesh of a Sarpa (a species other than those specifically described) is curative in piles and derange- ments of the Vayu. It is a vermifuge and anti-toxic (a neutraliser of chemical or resulting poisons). It in- vigorates the eye-sight, is appetising and sweet and improves the intellect. Of these the flesh of the Darvicara is appetising, pungent in digestion, sweet in taste, and extremely efficacious in ej^e diseases. It is laxative and diuretic, and subdues the deranged Vayu. Domestic Animal Group :âAnimals such as horses, mules, cows, bullocks, asses, camels, goats, sheep, and Medapuchhas (fat tailed or Turkish sheep) etc., belong to the group of domestic animals (Gr^myas). IVIctrical Texts :âThe flesh of domestic animals is possessed of constructive, tonic and appetising properties, is sweet in taste and diges- tion. It destro5's the deranged Vayu and produces the Kapham and Pittam. Of these the flesh of the goat is Chap. XLVI. ] SUTRASTHA'NAM. 487 moderately cooling in its potenc}^ does not increase the secretions of the internal organs, is heavy and demul- cent, subdues the'Pittam and the Kapham, and is bene- ficial in nasal catarrh. The flesh of sheep (mutton) is constructive, tonic and heav)', and generates the Pittam and Kapham. The flesh of the Medapuchcha is aphrodisiac and has properties similar to those of mutton. Beef is holy and refrigerant, proves curative in dyspnoea^ catarrh, cough^ chronic fever and in cases of a morbid craving for food (Atyagni), and destroys the deranged Vayu. The flesh of an animal with unbifurcated hoofs (Ekashapha such as, the horse and the mule etc.), has a slightly saline taste, and is possessed of properties similar to those of mutton. The flesh of an animal belonging to the Jangala group is said to increase the secretions of the internal organs.",Sushruta Samhitha,1,1001
What are the animals that frequent marshy places called and what are their properties as per Ayurveda?,"The animals that frequent marshy places (Anupas) may be divided into five groups such as Kulacharas, Plavas, Koshastha, Fadinas, and the piscatory Matsya. The flesh of an animal from this group is spermatopoietic and destroys deranged Vayu and Kapham. It is sweet in taste and digestion, cooling, tonic, demulcent, diuretic, and increases the quantity of Kapham.",Sushruta Samhitha,1,1003
"What is described above as good and whole-some, regarding the use of flesh in different species, and also about the heaviness or lightness of flesh from different body parts of an animal?"," The flesh of a female quadruped, or of a male bird, or of a small-bodied creature of a large-sized genus, and vice versa, is principally recommended to be used amongst quadrupeds, birds, and animals. Similarly the flesh of a small-sized creature amongst large-bodied ones of the same species should be pre-ferred as food. Now we shall discourse on the heav}' or light character of flesh obtained from different parts of the body of anÂ«animal. Of the different fundamental principles of the body from the blood to the semen, each succeeding one is heavier than the one* im- mediately preceding it in the order of ennumeration. Similarly, (of the different limbs or organs of a quartered animal such as), the thighs, the shoulders, the loins, the head, the legs_, the fore-extremities, the waist, the back, the skin, the kidneys, the liver and the intestines, each succeeding one is respectively heavier than the one immediately preceding it in the order. Metrical Texts: âThe head is heavier than the shoulders ; the shoulders, than the waist ; and the waist, than the back. Similarty, the upper parts of the Sakthi (thighs) are heavier than their lower ends.",Sushruta Samhitha,1,1007
Could you please explain to me the seven fundamental principles of my organism?,Ofthe seven fundamental principles of the organism,Sushruta Samhitha,1,1008
"What are the properties of a fruit-eating bird's flesh, a carnivorous bird's flesh, fish-eating bird's flesh, paddy-eating bird's flesh, and other animals' flesh mentioned in the text?","The flesh of a fruit-eating ^bird produces a state of extreme parchedness in the organism (of a person using k as food,) while that of a carnivorous one acts as a good constructive tonic. The flesh of a bird, vrhich Hves on 'fish, produces Pittam, while that of one, which lives on paddy (Dhan3^a), subdues the V^yu. Ofthe animals, that live in dry land or frequent marshy places, as well as of those which are domesticated, or are carnivorous in their habits, or are possessed of unbifurcated hoofs, or live by darting on their preys, or dwell in holes, or are possessed of long legs, or eat by pricking, or are in the habit of first scattering their food with their claws, the flesh of each preceding one is lighter and tends to give rise to a lesser secretion from the internal organs than the one immediately following it in the order of enumeration. Of animals belonging to the same genus, the flesh of one, which attains to an abnormally large size, should be rejected as inferior in pith or substance, and heavy as regards digestion. The flesh about the region of the liver of all animals should be regarded as the very best in respect of its dietic proper- ties, in absence whereof the flesh of a young animal not at all used up, or afllicted with any disease and just quartered that day, should be regarded as coming next best.",Sushruta Samhitha,1,1011
"What virtue of this fruit should I be ascribing, according to Ayurveda?",The Vataghna virtue of this fruit should be ascribed,Sushruta Samhitha,1,1012
What are the properties and benefits of Matulunga fruit?," It proves beneficial in cough and asthma, brings on a relish for food*, allays thirst and cleanses the throat. The rind of a Matulunga is a bitter vermifuge and is difficult to digest; it subdues the Vayu and Kapham. The layer of skin (lit. flesh), immediately underlying the rind of the Matulunga, is palatable, cooling in its potency, demulcent and heav}' of digestion, and also subdues the Vayu and Pittam. The membranous or cellular covering, which envelops its seeds, is light, stomac'nic, astringent and palatable. It produces Kapham and proves curative in cases of piles, abdominal glands (Gulma) and vomiting.",Sushruta Samhitha,1,1015
"What are the effects of various fruits mentioned in the Susruta Samhita on a person suffering from colic pain, indigestion, constipation, poor appetite, and disorders related to Vayu and Kapha imbalance, especially when the appetite for food is lost?","An unripe Amra tends to generate Vayu and Pittam, while one with closed polleni Vaddha-keshara type generates Pittam. Ripe Amra helps the formation of fresh blood, increases the formation of semen and subdues the Vayu and Pittam. The Amratakaf Hog-apple tends to increase Kapha in the system. Lakuclia tends to destroy semen and derange the three fundamental humours of the body. Karamardakam generates Kapha, allays thirst, and subdues Pitta and Kapha. Piyalam is heavy, cooling, spermatopoietic. Bhavyamis cleanses the mouth and subdues Pitta and Kapha. It is astringent, heavy, cooling and long retained in the stomach. Pardvatam destroys Vayu and reduces a voracious appetite. Nipalike old Amalaka fruits neutralizes the effects of poisons originated through the chemical combination of incompatible substances in the organism. Unripe Tintidika subdues Vayu, generates Pitta and Kapha in the organism, while in its ripe state it is astringent, hot-making and stomachic. It destroys Vayu and Kapha and restores a relish for food.",Sushruta Samhitha,1,1017
"Could you please explain to me the characteristics and effects on my body of the different fruits mentioned in Ayurveda, such as Kshiri-Vrikshas, Jamvava, Todana, Tinduka, Vakula, Dbanvana, xangeruka, and Ashmantaka?","genus Kshiri-Vrikshas is heavy and cooling, and is long retained in the stomach in an undigested state. It has a sweet, acid and astringent taste and does not inordinatel}' derange the Vayu. The fruit known as the Jamvava generates the Vayii. It is astringent, and subdues the Pittam and Kapham, while the Rajadanais demulcent, sweet, astringent and heav}'. The Todana is acid, astringent, and sweet in its taste and is parchifying and subdues the Pittam and Vayu. It is (heat-making) in its potency, easily digestible (light of digestion), astringent, demulcent and appetising and further generates the Pittam. Unripe Tinduka fruit is astringent, and heavy in digestion and produces Vayu in the organism, while in its ripe or fully matured stage it is sweet, and subdues the Kapham and Pittam. The Vakula fruit has a sweet and astrin- gent taste, is demulcent and astringent in its proper- ties, imparts a greater firmness to the teeth, and removes the viscid condition of the membranes. The fruit of the Dbanvana has an astringent taste, and is cooling and palatable and subdues the Vayu and Kapham. The fruit of the |xangeruka and Ashmantaka is possessed of similar properties as the preceding ones.",Sushruta Samhitha,1,1021
